userName,score,at,content
Yanti Alfahrani,5,2024-01-30 09:13:42,Kredivo selalu yang terbaik...is the best bener2 membantu disaat aku butuh...makasih banyak walaupun terkadang saya sering lupa dan telat bayar..terkendala tapi dendanya tidak sebanyak pinjol yang lain..dan kreditornya juga sopan makasih banyak ya kredivo dan admin selalu memberikan keringanan....😉👍 Dan maaf karena saya terkadang telat melakukan pembayaran...
Iyan Moto'vlog RFI,5,2024-01-30 08:29:18,Saya tidak pernah telat bayar cicilan malah selalu bayar sebelum tgl yg di tentukan tapi kenapa limit saya ga pernah naik dan fitur cicilan juga ga pernah berubah tetep 3 bulan aja setiap mau upgrade selalu gagal terus mohon agar di tinjau ulang terima kasih 🙏
eric nainggo,4,2024-01-30 07:43:25,"Sebenarnya aplikasinya bagus dan bermanfaat,tapi setelah berbulan-bulan pembayaran tanpa telat bayar limit gak pernah naik.dan juga sering ada notif by email masalah double tagihan.tolong pihak kredivo diperbaiki lagi aplikasinya.semoga kedepannya kredivo lebih bagus lagi.terima kasih"
Ryan Islamii,1,2024-01-30 02:43:20,"Lucuuu,, suruh ningkatin kredit skor Dengan perbanyak transaksi,Gimana mau ningkatin transaksi, kalo apa"" gak bisa. Beli pulsa sama paket data pun gak bisa."
Rudi Anto,5,2024-01-30 01:44:53,"Kredivo sangat membantu sekali dalam kehidupan saya,dan saya udah lama pakai kredivo,tapi knp limit saya paling tinggi segitu gitu aja ga nambah malah kita bayar cepat malah limitnya turun, terus pinjaman paling lama 6 bulan.. Di tingkatkan lagilah bosku....saya selalu setia sama kredivo..tetap jadi yg terbaik👍"
Alfira Fitrian,2,2024-01-29 22:05:55,"tolong dari pihak kredivo ada tindakan yg dilakukan atas oknum yg mengatas namakan kredivo di aplikasi WhatsApp dan juga email yang meneror saya untuk mengisi beberapa data seperti nama asli,nomor rekening,nama bank,dan nomor handphone dengan tujuan untuk menaikkan limit,dan ini sudah sangat menggangu"
Yusuf Tampanz,2,2024-01-29 17:22:17,Masalah belum terselesaikan pada pembelanjaan padahal virtual account nya sudah benar dan sudah di copy tapi selalu muncul tulisan MASUKAN VIRTUAL ACCOUNT DENGAN BENARudh coba berkali-kali padahal
Hairul Akulaku,5,2024-01-29 13:32:46,"Utk yg awal di acc tp gk langsung masuk ke rekening selama 3 hari & akhirnya dibatalkan oleh merchant tp limit dikembalikan ke asal. Coba lagi Utk yg kedua di acc lg & gk ada 5 menit langsung masuk ke rekening, hrs spt ini lah jd gk bikin was2 hati meski sdh mulai hitungan cicilan sesuai tgl pencairan 👍"
Umriana Ghania,1,2024-01-29 10:42:25,"Saya kasih bintang 1 , limit saya sudah kembali banyak dan cicilan sudah berkurang, udh ga pernah telat tp ga bisa di pinjem dan ga bisa di gunakan belanja di Shopee. Jd buat apa tuh limit banyak2 kl ga bisa di gunakan. Tolong lah cek lg"
Syahrial Akmal,1,2024-01-29 06:14:47,"Aplikasi gak mutu, limit udah besar malah di di block permanen!!! Udah lunasin malah gabisa ngajuin dgn alasan melanggar ketentuan kredivo (padahal gak pernah telat) utk yg lain jgn pake aplikasi ini, menyusahkan customer!!!"
Lapak Kandang,1,2024-01-29 02:47:04,Pikir pikir dulu kalau mau pinjol disini. Kalau keuangan gak stabil ratusan nomer bakal neror lo disaat hari terakhir pembayaran. Sangat mengganggu. Merugikan kenyamanan. Padahal belum telat sejam dari hari pembayaran tp ratusan nomer telp tiap menit bakal nelp lo.
Titin Handayani,1,2024-01-29 01:54:23,"Akun saya sudah bisa dibuka,tapi kenapa akun saya ditangguhkan aecara pemanen, padahal tidak tagihan apapun. Di tanya secara live sama pihak kreivo, jawaban ada keterlambatan tagihan yang sudah cukup lama. Tapi ga da tagihan sama sekali. Kan aneh!!!!"
Olis Nagaara,3,2024-01-28 22:44:17,"Ada kelemahan dari sistem pemilihan tagihan, jika ada lebih dari 1 tagihan, tidak bisa pilih dan harus kecentang semuanya. Dan dalam masa pelunasan tidak ada pilihan tanggal jatuh tempo. Jadi semua dibabat habis 30 hari sejak transaksi, dan tanggal pelunasan akan berubah ubah. Mungkin bisa ditingkatkan dimana pembayarannya bisa pilih tanggal. Dan tanggal pelunasan tidak gerak (maksimal tanggal jatuh tempo). Biar sistem makin jos gandoss."
Ucup Gaming,2,2024-01-28 22:19:31,"Kredivo aneh, belum pernah telat bayar, malah sebelum jatuh tempo udah di bayar. Tapi notif nya tagihanmu telah kewat jatuh tempo. Pdahal skrng tgl 29 januari. Jatuh tempo nya tgl 20 febuari. Masih lama lohhh. Aneh trus akun nya di tangguhkan. Anehh!!!"
Dimas Setyadi,3,2024-01-28 15:25:29,kredivo saya tidak bisa digunakan dan di blokir permanen karena saat pengajuan lupa pin padahal bayar juga gapernah telat dan selalu tepat waktu apakah kredivo bisa membantu untuk mengaktikan nya? soalnya membantu sekali mohon respon nya.
Jay Luaha,5,2024-01-28 12:07:26,Sy atas nm Jainul. Ada apa dengan apk saya tiba2 di tutup lalu di minta daftar ulang sdh kasi semua data saya terus respon dari kredivo tunggu 3bln. Kan saya sedang pembayaran cicilan bagai mana pembayaran saya gak bisa melihat di apk. Kalau memang gak di setujui pengajuan dari awal. Jd kami sebagai cs tdk terjebak. Jd waspada hal ini? Karna di minta kembali data saya. Mohon di bantu untuk bisa aktif kembali apk saya kalau tdk dikasi pinjam lg gk masalah bagi saya tapi setelah selesai pembayara
Muhammad Arifin,1,2024-01-28 08:53:55,"Sangat membantu sekali itu dulu (kalau pembayarannya lancar)kalau pembayarannya g konsisten jadi dendanya Rp.100.000/hari (LUAR BIASA, DAHSYAT)kasih dendanya jangan semaunya (tolong kalau sedang RAPAT di diskusikan lagi masalah denda) sudah saya bayarkan lunasin semuanya.Saya nasabah lama sampai dapat level JAWARA FLEKSIBEL.tapi saya kecewa sekali.untuk pembayaran di aplikasi tidak bisa di pakai.padahal saya masih punya sisa limit RP 4.807.221 dari limit Rp 18.200.000 tetapi tidak bisa di pakai."
Nida Hasanah,2,2024-01-28 07:57:18,Saya akan rubah rating saya jika limit saya sudah bisa di pake! Kredit score saya bagus tapi tidak bisa transaksi!! Kredivo makin kesini pelayanannya makin buruk
Judika sihite,5,2024-01-28 03:49:31,"Limit kredit saya besar dan mudah naik nya , aplikasi banyak kerjasama dan lumayan enak di gunakan Saran : jika waktu penagihan pada hari itu tolong tidak usah di telfon telfon apa lagi masih pagi,karena saya juga bakal bayar untuk menaikkan limit nya"
Nurul Aini,2,2024-01-28 03:13:59,"Sebelumnya ga pernah kecewa pake kredivo . Dari tahun 2019 sampe sekarang. Tapi perkara engga bisa verifikasi muka . Karena hp yang lama rusak . Di persulit sama teamnya yang ga tau kerjanya ngapain. Laporan dari tanggal 11-01-2024 sampe sekarang engga kunjung"" ada kabar . Pembayaran engga pernah bermasalah . Semoga dapet customer yang loyalnya lebih dari saya . Dan terakhir kalinya saya pake kredivo."
Bunda Rafiqah,5,2024-01-28 02:55:47,"Setiap pembayaran selalu lancar tapi kenapa gak pernah naik,,limet nya masih aja tetap di angka yg sama. Tolong donk naikin lagi sya pelanggan kredivo tetap gak pernah nunggak soal pembayaran"
alfa dotcom,1,2024-01-28 02:37:57,"Aplikasi ini awalnya bagus,makin kesini buat aturan sendiri gajelas,pembayaran telat kena denda,udh lunas malah bikin tagihan sendiri 1 bulan? Kalian yakin msh mau pake aplikasi rentenir begini? Dan yg hrs kalian tau jatih tempo makin hari makin maju yg dari jatuh tempo 29 jadi tanggal 26!!"
Irna Al-zain,5,2024-01-28 01:37:11,"kredivo mantul.. mudah sekali mengajukan pinjaman, tanpa ribet, prosesnya cepat.. bisa beli pulsa dan token juga, bisa segalanya deh.. top markotop pokoknya 👍"
Dandi Aditya Honda Megatama,3,2024-01-27 23:45:02,"Sudah saya lakukan untuk re-install aplikasi, aplikasi sudah sudah versi terbaru, jaringan stabil dan sudah saya lakukan juga secara berkala namun tetapi transaksi saya masih selalu gagal, mohon bantuannya terimakasi"
Nisa Tresnarini Channel,3,2024-01-27 17:35:53,Kredit score tiba2 hilang.cek di cs kredit score A tp di aplikasi tidak muncul sudh refresh apk smpai uninstal dan instal kembali sampai 2 kali tapi masih blm muncul jg. klo sudah balik lg bru sy kasih rating lebih tinggi..mohon segera di perbaiki sistemnya agar customer tidak kecewa.
Siti Official91,1,2024-01-27 16:35:35,"Kredivo buruk sekarang , pelayanan nya gak sesuai dengan deskripsi dan iklan di sosmed maupun youtube .. Cicilan sudah di bayar lunas dan tidak pernah telat , selalu bayar on time , tapi saat ingin di gunakan kembali malah muncul Keterangan tidak sah / transaksi tidak sah terus . Dan ini sudah hampir 2 bulan Hati hari pengguna yang lain , mending uninstall dan jangan gunakan kembali kredivo nya"
Agusindira,1,2024-01-27 13:24:56,Untuk angsuran kredit. Biasanya akhir bulan.. jatuh tempo. Sekarang tanggalnya maju... seperti cara kredivo pinjol utk jebak . Peminjam. Agar angsuran kena denda. Atau bahkan kredit macet.. hati hati.. cara licik kredivo..
indra reino,1,2024-01-27 12:58:58,"Maaf saya berubah bintang 5 jadi bintang 1 karene angsuran saya lunasi malah akun saya di blokir, gak bisa buat belanja lagi, mau buat belanja di shopee malah gak bisa langsung di blokir permanen, Terima kasih banyak kredivo atas pelayananya walau sangat tidak baik, padahal saya pakai udah selama 5 tahunan, lama2 customer kredivo pada pergi Hati2 bagi sedulur2 yang lain kalau menggunakan kredivo, dulu saya sangat senang sekali dengan kredivo, sekarang amat sangat kecewa sekali dengan kredivo."
Dedi Juniyadi,1,2024-01-27 12:34:59,"Baru kali ini saya bener bener di rugikaaan sama sekali sma kredivo, saya beli kuota Telkomsel yang 174.000 melalui kredivo ,saya konfirmasi pembayaran dan saat itu muncul tulisan eror dan saya coba lagi sampai 3 kali masih eror, nah ketika saya masuk ke aplikasi Telkomsel ternyata sukses dan yang bikin saya kecewa berrat Ternyata 3 kali coba itu sukses dan saya harus membayar 522.000 rb uang dari mana coba,sumpah ga ngerti lagi sama kredivo saya bener bener di rugikan. Minta pertanggungjawaban"
Putra Yudha,1,2024-01-27 05:01:50,"Saya sangat kecewa dengan aplikasi kredivo, pembayaran saya selalu lancar, akun saya sudah naik jadi akun premium, limit saldo saya 2.700.000 tapi tidak bisa pinjaman, diajukan pinjaman 2 jt langsung gagal, ajukan 1.5 langsung gagal, ajukan 1 jt gagal juga, terakhir 500 ribu tetap gagal, apa guna nya saya dikasi limit kalau gak bisa dipinjam... Sangat kecewa... Sangat sangat kecewa.. Padahal saya lagi butuh"
Syarif Hidayat,5,2024-01-27 02:26:00,"Kredivo selalu memberikan yang terbaik bagi nasabahnya,,proses cepat tidak ribet pokonya top bangat untuk kredivo,,yang selalu membantu saya di saat membutuhkan uang cepat,,kalau ada bintang 10 sy kasih bintang 10"
Yuli Lia,5,2024-01-26 23:43:14,"Pinjol yang ramah dan gak ribet kyk pinjol sebelah pencairan cepat bunga rendah waktu pembayaran juga panjang sampai sebulan,jadi sangat bisa diandalankan apalagi saat kebutuhan mendesak skalipun,terimakasih kredivo semoga makin berkembang dan berjaya selalu"
Afriza Amalia,1,2024-01-26 22:35:29,"👎👎👎👎 awal2 doang gampang ngajukan paylater nya, makin lama makin susah bahkan di tolak. Kalaupun akun dibekukan krn pernah telat.. padahal dari telat bayar udh berbulan2 gk pake kredivo. Padahal akun udh premium, limit sampe 3jt. Ngajukan paylater 50rb aja susah banget"
maya wasrip,5,2024-01-26 15:37:19,sekarang saya kasih bintang 5 yah. karna jujur sangat membantu banget. tapi kalau bisa saya mau tenor untuk belanja nya jangan 30 hari lah yah paling tidak disamakan sama tenor cicilan pinjaman 3/6 bulan kalau cuma 30 hari terlalu berat yah buat saya terima kasih ..🙏🥰
Fauzi Miftahhudin,1,2024-01-26 14:25:32,"Saya kasih bintang 1 ( satu ). Di karenakan barang yang saya pesan di kensel oleh pihak toko di tokopedia, namun aneh harus tetap bayar di kredivo, makin hari makin gak jelas sistem pembayaran nya.. sangat kecewaa"
Aslih Amiruddin,1,2024-01-26 10:33:35,"Akun saya diblokir permanen. Apakah akun saya dapat diaktifkan kembali ? Saya tidak pernah terlambat membayar tagihan. bahkan waktu ada rezeki, tagihan bulan yang belum berjalanpun sudah saya bayarkan. Tetapi akun saya malah ditangguhkan. Mestinya pihak kredivo menjelaskan mengapa akun ditangguhkan.. saya tidak pernah merugikan kredivo, kredit selalu dibayar bahkan jauh sebelum jatuh tempo.. tetapi tiba tiba akun ditangguhkan"
Aisayah Sidik Nasution,1,2024-01-26 09:14:48,Semakin lama kredivo semakin tidak memuaskan. Saat mendesak semua serba tidak bisa. Aplikasi update terus tapi isi dalam dan kedepan nya sangat mengecewakan
Siti Nuraeni,5,2024-01-26 03:48:52,"bagus sangat membantu,, cuman kenapa y susah naik limit,, segitu2 aja limit nya, padahal sudah bbrapa x transaksi d kredivo.. byar tagihan juga ta pernah tlat."
Wahyu Nurrahman,1,2024-01-26 00:13:26,Sangat kecewa dengan kredivo . Transaksi saya benar benar selalu gagal . Buat apa ada limit kalo tidak bisa dipakai . Udah konfirmasi katanya suruh coba berkala tetep aja nggak bisa juga .
Adelia Sarah,5,2024-01-25 21:01:13,"Pinter sekali orang kalo mau cari untung, dibalik kesulitan orang lain mereka masih juga bisa memeras kita. Katanya bunya ringan namun biaya² lainnya besar sekali bunganya. Inilah pertama dan terakhir menggunakan aplikasi ini. Aplikasi yg merugikan konsumen. Saya sengaja kasih bintang lima supaya komentar saya ini berada di paling atas agar kalian tahu atas kekecewaan kami terhadap promosi dari aplikasi ini."
Obih Blues,1,2024-01-25 19:30:16,"Tiba2 di tangguhkan akun saya,dengan alasan pembayaran telat,kapan saya bayar telat, malahan saya bayar sebelum jatuh tempo....padahal ini aplikasi udah bagus saya nilai bintang 5 tiba2 akun di tangguhkan maaf jadi 1....alasannya ga jelas.sistem ga jelas"
Hendra Hendra,5,2024-01-25 16:28:31,"Terima kasih kredivo, ini limit kedua saya walau masih sama jumlah kredit yg diterima dengan limit pertama, untuk kedepannya mudah2an limitnya dapat ditingkatkan lagi. Tetap semangat kredivo oklah...sukses...terima kasih."
bramantyo yoga,4,2024-01-25 11:36:08,"Saya saran aja ke kredivo.. Harusnya tim kredivo bisa melihat data,misal seperti saya pelanggan yang sudah bertahun tahun dan bagus dalam tingkat krediturnya..bertanggung jawab dan bagus dalam angsuran..naik kan lah limit secara otomatis saja..tidak bertele tele dan banyak syarat.. Jaga pelanggan seperti kami,beri reward,naik kan limit..agar kami terus dan terus setia pakai kredivo. Tolong baca ulasan saya.dan coba rapatkan sama bos anda ya admin Saya berharap tahun depan masih pakai kredivo.."
M.Taufan Yudi,5,2024-01-25 10:47:00,"Kredivo sangat membantu. Tapi Saya berharap kredivo bisa menjadi lebih baik. bunga nya dan biaya admin bisa diperkecil lagi. Kalian bakal nyesal kalau tidak download kredivo. Kredivo sangat membantu, untuk dana darurat."
Saptu Kliwon,5,2024-01-25 09:00:12,"Ya allah,,allhamdulillah, di saat sy membutuhkan dana, secara otomatis akun saya telah di ugrade otomatis,semoga sy bisa pegang amanah,,semoga kredivo tambah jaya,akan sy pergunakan dengan baik limit , semoga lancar untuk pembayaran saya,"
DM Chanel,1,2024-01-25 07:17:13,"Jangan pelunasan cepat bagi kreditur yang akun nya di tangguhkan sementara,itu cuma tipu tipu biar kita melunasi pinjaman kita. Selesai kita bayar yang tujuan nya untuk bisa memakai akun nya lagi, gak tau nya sesudah di bayar semua malah AKUN DIBLOKIR PERMANEN. KREDIVO AJA DI BLOKIR PERMANEN SAMA OJK BIAR TAU RASA !!!!!!!!!!!!!"
Deni Alexander,5,2024-01-25 06:39:35,"proses pendaftaran cepat dan mudah, overall bagus, hanya kadang ketika awal buka suka agak lama tp bisa jadi karena pengaruh koneksi juga, membantu"
Boy El,1,2024-01-25 06:27:25,Sudah beberapa bulan pakai kredivo malah gak bisa transaksi. Gak berguna!!! Selalu tidak disetujui dari transaksi kecil samai besar. Padahal limit aktif dan tersedia. Terimakasih aja dah
Yusuf Ucup,5,2024-01-25 02:38:08,Dengan adanya kredivo semua jadi serba mudah bila kita ingin kredit barang Cuma kl bisa jgn terlalu mahal untuk cicilan semua barang karena kita juga yg kredit barang. Rakyat kecil yg gaji juga pas2an 🙏 terus maju dan sukses buat kredivo
Hendra 80,5,2024-01-25 02:35:45,"Saya tetap beri 5 bintang terima kasih kredivo sangat membantu kebutuhan sya walau hanya bisa beli token dan paket data Karna limitya hanya bisa buat beli pulsa, data dan token sja,karna sudah 3 Kali upgread masih saja sama limitnya,bulan ini upgrade yg untuk kesekian kalinya klo masih Sama saja limit nya maaf sya tidak mau mengunakan app kredivo lagi dan sya akan uninstall terima kasih.. 🙏"
gema prayana,5,2024-01-25 00:24:45,"Luar biasa gk pernah kecewa,masukan tolong bisa untuk pembayaran kereta commuter line pasti sangat"" membantu para pengguna kredivo terimakasih.."
Meilya Satria,5,2024-01-24 20:51:20,"Aplikasi kredivo, sangat membantu, perhitungan suku bunganya pasti dan terjangkau, apalagi klo pas beli token listrik atau pulsa, udah beberapa kali dapet voucher potongan 10rb... Harapanku nih, semoga limitku nanti bisa otomatis naik yah, ga pake syarat apapun, tapi dilihat dari loyalitas dan kredibilitas aku sebagai nasabah kredit yang udah bertahun-tahun lamanya, hehehe... Thanks kredivo 👍👍👍"
Nada Nadiva Chomell (Nada),5,2024-01-24 18:32:39,"meskipun kadang telat tp tidak pernah memblokir nomor hp/akun Terimakasih kredivo atas toleransi nya 🙏😊 smoga sllu sukses dan makin jaya.amin ..pengen nambah limit donk udah lama limit ga naik"" pdhal udh sering belanja dan tiap bulannya di pake lebih dri 1jt an.. tolong donk naikin otomatis limitnya.."
Dina Rohdiana,1,2024-01-24 15:05:50,"Aneh sama kredivo, limit banyak cuma gara2 salah pin langsung gabisa dipake transaksi lagi padahal udh diganti pin baru. Ga pernah telat bayar tagihan padahal !! Lunas semua tagihan langsung saya uninstall.."
Astra Jingga,5,2024-01-24 12:34:18,"Selama menjadi customer, kredivo sangat membantu sekali dalam hal keuangan terutama disaat membutuhkan pembayaran yg sangat mendesak. Dan sekarang limit saya sudah naik dan Alhamdulillah pembayaran saya lancar jaya.. terimakasih kredivo semoga menjadi salah satu aplikasi pinjaman yg bnyak di minati oleh smua org, aplg bunganya yg sangat rendah.. sukses sll.."
Alif abidzar,5,2024-01-24 06:43:15,"Pengguna baru ,tp puas sama pelayanan nya Mudah,dan cepat prosess nya .. bnr gak salah milihh ,sangatt..sangat membantu dlm keadaan darurat .. serta dimudahkan dngn cara pembayaran yg tempo nya tdk jauh.. Pertahankan dan tingkatkan lg pelayannya .. Manntaappp ..."
Yamna 9493,5,2024-01-24 06:13:49,"Sangat membantu kami yg membutuhkan dan, prosesnya juga cepat ,dan langsung di cairkan dengan cepat , tidak ada masalah dalam pelunasan maka limit bertambah Trimakasih KREDIVO"
Ady rheva,3,2024-01-24 03:03:25,Bagus si aplikasi kredivo..cuman ayangnua limit.ya tidak mau naik..uang yang bisa di tarik cuman 500 ribu..padahal pembayaran selalu lebih awal dari jatuh tempo
Ayu Hayati,1,2024-01-24 01:54:09,Saya kecewa karena aplikasi kredivo saya tidak bisa saya buka. Sedangkan saya ingin melakukan pembayaran cicilan kedua saya. Saya sdh berulangkali memasukkan no HP dan pin sy dgn benar tetapi sll saja salah seolah2 akun kredivo sy di pake orang pdhl kredivo sendri menjanjikan keamanan data nasabah. Bgmn sy bs bayar rincian nya tdk bs di buka. Atau akun kredivo saya sengaja di kunci sampai jatuh tempo? Jadi seolah olah ini kesalahan dari pihak nasabah nya.
Andita Queenzhe,5,2024-01-24 01:07:31,"sulitnya upgrade ke premium yg buat jadi kurang recommended. persyaratan yg terbatas membuat sulit untuk upgrade.. tolong agak di permudah la min..🙏🙏 Komentar saya revisi,, walaupun masi belum bisa upgrade, tapi kredivo suda jadi kebutuhan saya setiap minggu..😁 Trimakasih kredivo..🙏🙏🙏"
zhaemzhalie recha,1,2024-01-23 22:59:55,"Selamat Pagi Kredivo. Saya sudah bayar. Trus akun tiba"" tidak bisa di gunakan. Padahal saya tidak ada tunggakan ataupun telat bayar. Setiap pengajuan Upgrade Akun selalu di tolak. Kenapa sistem ny seperti itu ya. Kalo kedepan nya Akun tetap tidak bisa digunakan transaksi maka akun akan saya Hapus saja."
Riani Afian,1,2024-01-23 10:32:11,"Sangat membantu, hnya sajaa tnggal pembayaran g konsisten, setiap bulan makin maju , dan sangat mengganggu, blm waktunya bayar sudah di tlfon trus, tidak telat bayar hnya sjaa tnggal pembayaran g konsisten,, jdi kena denda yg g masuk akal sehari kok 100 ribu,, Sngat kecewa. Padhal pengguna stiat Tlong tnggal pembayaran yg konsisten, jdi kita byar tepat waktu. Dan jangn main seenknya ksih denda sehari 100rb , pdahal itu kesalahan dari kredivo sndri, tpi kena denda jga aneh"
Anugrah Imfast mandiri,3,2024-01-23 08:38:37,"Kredivo pilihan sya sebagai satu2nya apk yg saya rawat krn memudahkan keuangan saya,tp malah dikecawakan tanpa alasan yg jelas,sewaktu transaksi pembelian pulsa .pembayaran tidak pernah telat tp akun malah ditangguhkan dg alasan keamanan"
Magelang Hayuk,1,2024-01-23 07:06:44,Tetap bintang 1... Karena dah berkali kali coba transaksi kok ga bisa. Alasanannya utk sementara tidak bisa melakukan transaksi demi menjaga keamanan akun. Mksdnya apa? Pdhal benar benar butuh. Tapi malah tidak bisa dipake limit yg banyak. Percuma saja...kalau sudah bisa bintang baru ditambahkan. Tolonglah di perbaiki sistemnya. Tks
Akbar s47,5,2024-01-23 04:25:20,"Tolong d perbaiki system nya , yang slalu bauar tepat waktu tolong d bantu jangan cuma awal nya yg d bantu klau bisa di prioritas kan yg tepat pembayaran nya dan jangan di sia-siakan karna itu membantu kalian juga dalam untk menaikan reword aplikasi kalian."
amirudin fire,1,2024-01-23 04:01:25,"Pembayaran nya mudah dan suku bunga nya jelas! Tapi sulit untuk menaikkan Limit. Padahal pembayaran selalu tepat waktu dan sudah menjadi customer selama 3 tahun lebih. Aplikasi belanja sebelah Limit nya selalu naik , apalagi klo trus menerus dipakai untuk belanja"
dimpatch12 dimas,3,2024-01-23 02:39:38,parah banget kredivo sekarang sudah melunasi transaksi menjaga untuk tidak telat bayar setelah lunas semua ingin membeli pulsa yang 20 ribu pun di tolak tidak bisa transaksi apapun nyesel banget buat rawat akun kalo ujung ujungnya tidak bisa di gunakan kembali tolong dong kredivo jangan selalu ber alasan isu keamanan
heri maulana,1,2024-01-22 22:57:00,"Pembayar saya selalu lancar tiap melakukan transaksi di kredivo tidak pernah ada kendala , ketika suatu hari Akun di hack org dan langsung terblokir secara permanen sangat di sayangkan.. semoga bisa di bantu untuk di buka kembali .... Untuk ke aman Akun tolong di perketat karna bnyak nya oknum"" yg mencoba membobol akun"""
aa7 ramadhiansah,1,2024-01-22 18:33:15,Kenapa sistem sekarang belanja di tokopedia harus lewat Briva. Di tambah pas masukin nomer virtual akun di kredivo nya ga masuk² padahal nomer VA nya sudah benar. Kecewa banget. Biasa dulu ga usah pake briva kya gitu
adelya chanel,2,2024-01-22 13:53:52,"Hari ini sangat dibikin cape SM kredivo..tanggal 20 januari 2024 saya blnja di salah satu toko pakai Qris,tapi pembayaran tidak masuk ke toko tersebut sedang kan tagihan di aplikasi sudah ada dan status berhasil sudah mengadu kesana sini tidak ada followup karna status sudah berhasil,sedang kan email bill dan SMS transaksi saya TDK menerima,notifikasi transaksi TDK ada,sangat kcewa dengan kredivo saya harus bayar tagihan dan ke merchan juga saya hrs bayar..hati2 untuk menggunakan QRIS ya"
yulinda sofaria,5,2024-01-22 12:38:34,"Kredivo mengalihkan saya dari kartu kredit. Promo CC emang banyak, tpi promo kredivo lebih mudah dipahami penukarannya. Hanya pembagian limit yg bikin saya pusing saat transaksi."
Bambang “Bembenk”,5,2024-01-22 07:16:58,"Terima kasih kredivo sdh membantu selama ini. Pembayaran saya lancar akun jg sdh premium dan aman2 saja. Tetapi ada transaksi yang di tolak padahal pengajuan sdh sesuai dgn limit. Dan akibat nya sekarang malah akun saya seperti dibatasi kuota/limit transaksi nya, bgmn mau menggunakan transaksi kalau di batasi spt itu..."
Selly Anggaraini,5,2024-01-22 03:35:11,"Suka pakai kredivo ,karena cepat ,dan sangat efektif ,yg penting pembyaran lancar dan tepat waktu, cicilan lama tenor tinggi ,pokoknya ok banget salam hangat"
Aris Prasityo,5,2024-01-21 19:04:05,"pokoknya membantu banget dengan adanya kredivo, persyaratan gampang banget dan cepet cairnya mantap pokoknya, kalo bisa sih bunganya agak diturunin itu aja sih masuknya makasih kredivo.mantap"
Neneng Ismawati,5,2024-01-21 13:19:26,"Saya sangat terbantu dgn adanya kredivo paylater, yg sulit jd mudah, tp knp layanan kredifazz nya jd tdk ada, padahal saya bayar selalu tepat waktu, malah seminggu sblm jth tempo sdh di dibayarkan"
Raccel Aracely,5,2024-01-21 10:46:51,"Dengan kredivo sangat membantu keuangan yg begitu mendesak,dengan persyaratan mudah tidak sulit,pencairan cepat dan yg lebih senang lagi, bunga ringaaaann.Trimakasiih Kredivo,sukses selalu semoga bisa jadi kerjasama yg baik."
Elmi Syafrina,5,2024-01-21 09:04:20,"Sejauh ini saya terbantu dengan kredivo. Jualan token, bayar listrik, isi pulsa data atau pulsa telpon, dan lainnya. Proses mudah asal kita bayar tepat waktu atau sebelum waktu yg di tentukan. Terima kasih kredivo. Saya akan setia sama Kredivo selama saya membutuhkan. Karna sangat2 terbantu. Merchant banyak, pembayaran ceoat selalu dapat cashback. Lumayan buat beli puksa"
Dewi Chandra,5,2024-01-21 09:03:08,"Membantu disetiap kebutuhan, cuma saja limit nya kurang memuaskan, sehingga terbatas nya pengambilan yg kita butuhkan, mohok kedepan nya limit nya cepat bertambah agar transaksi disetiap kebutuhan dapat terpenuhi 🙏🙏🙏🥰makasih kredivo"
Empy Empy,5,2024-01-21 08:54:57,Sangat Senang dan Berterima kasih kepada Kredivo. Salah satu Aplikasi yang berbeda dengan Aplikasi yang lain seperti Contoh. ATOME dan INDODANA. Promosi nya Kredivo sangat Lengkap dan gampang di pakai di mana saja 🙏🙏🙏👍👍👍
Anma Tia,1,2024-01-21 03:39:46,Sebenernya aplikasi ini sangat bagus... Sy tdk suka dengan cara penagihannya.belum jatuh tempo saja sdh mulai di teror lewat telpon.mungkin hanya ingin mengingatkan tp klo mengingatkan lbh 10 panggilan itu sdh merupakan teror .. padahal tagihan hanya ratusan ribu saja... Sy minjam uang di Bank sampai ratusan juta saja tdk pernah di teror lewat telpon..
Zendano Liem,5,2024-01-21 01:33:00,App yg mudah di gunakan. Pencairan mudah dan cepat. Tenor bnyk pilihan. Sgt membantu pada saat ada keperluan mendesak. Mantap.
Arinipuspitasari Alesha,5,2024-01-21 01:10:51,Sangat bagus Sangat membantu sekali Mudaha2an seterusnya seperti ini bahkan limit bsa truus naik. Tolong donk kenaikan limit disetujui dan turun kan biaya admin Supaya terus lancar. Trimakasih
andika prastyan,5,2024-01-20 20:23:49,Setelah menggunakan kredivo saya bisa membeli kebutuhan yg sifatnya tiba tiba seperti token listrik dan paket data.. meski saya masih belum bisa menggunakan jasa pinjaman karena saya masih tergolong pengguna baru di Kredivo.. Terima kasih Kredivo semoga kedepannya bisa membantu kebutuhan golongan menengah kebawah yg sifatnya mendesak...
den baguse,5,2024-01-20 14:15:31,Sangat bersahabat mudah pengisian persyaratan tidak ribet...saya rekomendasikan kpda kawan kawan kalau membutuhkan dana darurat atau belanja online...kredivo pilihannya....cicilan lunak....walaupun limit awal rendah tapi mudah di ACC dan bunga rendah juga tenor yang panjang...👍👍 Mantap
Lian Triani,3,2024-01-20 13:54:32,"gimana ini gak bisa di buka, pas di klik cuma layar hitam udah hapus cache berkali2 uninstall berkali2 restart HP berkali2 tapi tetep gk bisa d buka bingung sumpah udah kirim email juga, tapi gk dapet solusi"
